surfaceType,surfaceId,actorType,actorRole,context,intent,transaction,journeyId,servicesInvolved,apisInvolved,registriesInvolved,trustSecurityChecks,dataRecords,eventTopics,uiSurface,mobileSurface,nompiloSupport,relatedFeatures,nextActions,completionCriteria,doctrineCompliance,orchestrationStatus,sourcePath,apiClientHook
"frontend-route","/ubomi","registry-administrator","registry-ops","birth/death/marriage registration","UBOMI Civil Registry","ADMINISTRATIVE_HEALTH:Civil Registration (UBOMI / CRVS)","crvs-ubomi","ubomi-service; vito-service; experience-bff","/internal/v1/ubomi/*","vito-service","CRVS authz","vital events; certificates","ubomi.*","/ubomi","","expected","registry-administration; citizen-onboarding","certificate","Vital event registered with certificate issuance","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/ubomi/page.tsx","hooks/queries/useUbomi.ts"
"frontend-route","/marketplace","citizen","consumer","citizen marketplace","Health Marketplace","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/catalog","citizen","consumer","citizen marketplace","Service Catalog","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/catalog","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/catalog/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/orders","citizen","consumer","citizen marketplace","My Orders","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/orders","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/orders/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/orders/[id]","citizen","consumer","citizen marketplace","Order Details","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/orders/[id]","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/orders/[id]/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/ops","citizen","consumer","citizen marketplace","Marketplace Operations","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/ops","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/ops/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/vendor","citizen","consumer","citizen marketplace","Vendor Fulfilment","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/vendor","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/vendor/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/vendor/orders","citizen","consumer","citizen marketplace","Vendor Orders","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/vendor/orders","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/vendor/orders/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/pickup","citizen","consumer","citizen marketplace","Pickup Handoff","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/pickup","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/pickup/page.tsx","hooks/queries/useMarketplace.ts"
"frontend-route","/marketplace/vendors","citizen","consumer","citizen marketplace","Vendors","MARKETPLACE:Marketplace Order","marketplace-order","msika-flow-service; msika-service; mushe-wallet-service; experience-bff","/internal/v1/marketplace/*, /internal/v1/commerce/*","","commerce authz","orders; payment intents","core.transaction.events","/marketplace/vendors","apps/mobile/citizen-app/src/screens/marketplace/CartScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/FundoLearningScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/HealthOsAppsScreen.tsx; apps/mobile/citizen-app/src/screens/marketplace/MarketplaceScreen.tsx; apps/mobile/provider-app/src/screens/provider/LabOrderPanel.tsx; apps/mobile/provider-app/src/screens/provider/MarketplaceOpsScreen.tsx","expected","wallet-payment; dispatch-delivery","fulfil","Citizen places order and tracks fulfilment","mapped-to-core-transaction","missing-journey","ui/one-ui-shell/src/app/marketplace/vendors/page.tsx","hooks/queries/useMarketplace.ts"
